article_id,outlet,entity_type,sentence_resolved,description_phrase,extraction_method,token_span
WSJ_0011,WSJ,victim,"Uvalde, a city of around 16,000, is about 80 miles west of San Antonio.

Ramos, a former student at Uvalde High School, shot An 18-year-old man grandmother before going to Robb Elementary School, police said.",a former student,pos,80-96
WSJ_0012,WSJ,victim,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,killed,dep,57-63
WSJ_0012,WSJ,victim,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,ended,dep,100-105
WSJ_0012,WSJ,victim,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,over 31 people,pos,42-56
WSJ_0012,WSJ,victim,A holiday weekend clouded by public grief over 31 people killed in recent attacks by teenage gunmen ended on Monday with focus on a perennial question: Can bitterly divided lawmakers reach any kind of accord aimed at preventing mass shootings?,mass shootings,pos,228-242
WSJ_0013,WSJ,victim,"Schools around the country say Schools around the country are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.",claimed lives,dep,127-144
WSJ_0013,WSJ,victim,"Schools around the country say Schools around the country are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.",the mass shooting,pos,104-121
WSJ_0013,WSJ,victim,"Schools around the country say Schools around the country are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.",19 children,pos,148-159
WSJ_0013,WSJ,victim,"Schools around the country say Schools around the country are tightening campus security in the wake of the mass shooting that claimed the lives of 19 children and two teachers in Uvalde, Texas.",two teachers,pos,164-176
WSJ_0013,WSJ,victim,School officials say School officials are seeking to protect students and staff and to reassure families that classrooms are safe.,are seeking,dep,38-49
WSJ_0013,WSJ,victim,School officials say School officials are seeking to protect students and staff and to reassure families that classrooms are safe.,to protect students,dep,50-69
WSJ_0014,WSJ,victim,A crippling fallacy that characterizes our modern media is the idea that every event that rises to the level of news must connote some wider societal or political crisis that can only be remedied by government intervention.,can be remedied by intervention,dep,175-222
WSJ_0014,WSJ,victim,The mass murder of happy fourth graders and teachers celebrating the last few days of the school year in a Texas border town could almost stand as the definition of an inexplicable act of a single mind gone catastrophically astray.,celebrating days,dep,53-82
WSJ_0014,WSJ,victim,The mass murder of happy fourth graders and teachers celebrating the last few days of the school year in a Texas border town could almost stand as the definition of an inexplicable act of a single mind gone catastrophically astray.,could stand,dep,125-143
WSJ_0014,WSJ,victim,The mass murder of happy fourth graders and teachers celebrating the last few days of the school year in a Texas border town could almost stand as the definition of an inexplicable act of a single mind gone catastrophically astray.,mass murder,pos,4-15
WSJ_0014,WSJ,victim,The mass murder of happy fourth graders and teachers celebrating the last few days of the school year in a Texas border town could almost stand as the definition of an inexplicable act of a single mind gone catastrophically astray.,happy fourth graders,pos,19-39
WSJ_0015,WSJ,victim,"Rolando Rodriguez had few words to describe how Rolando Rodriguez was feeling as Rolando Rodriguez turned out Monday to some of the first of the funeral events for the 21 victims, including Rolando Rodriguez grandson, gunned down in their elementary school last week.",had words,dep,18-31
WSJ_0015,WSJ,victim,"Rolando Rodriguez had few words to describe how Rolando Rodriguez was feeling as Rolando Rodriguez turned out Monday to some of the first of the funeral events for the 21 victims, including Rolando Rodriguez grandson, gunned down in their elementary school last week.",including,dep,180-189
WSJ_0015,WSJ,victim,"Rolando Rodriguez had few words to describe how Rolando Rodriguez was feeling as Rolando Rodriguez turned out Monday to some of the first of the funeral events for the 21 victims, including Rolando Rodriguez grandson, gunned down in their elementary school last week.",few words,pos,22-31
WSJ_0015,WSJ,victim,"Rolando Rodriguez had few words to describe how Rolando Rodriguez was feeling as Rolando Rodriguez turned out Monday to some of the first of the funeral events for the 21 victims, including Rolando Rodriguez grandson, gunned down in their elementary school last week.",funeral events,pos,145-159
WSJ_0015,WSJ,victim,"Rolando Rodriguez had few words to describe how Rolando Rodriguez was feeling as Rolando Rodriguez turned out Monday to some of the first of the funeral events for the 21 victims, including Rolando Rodriguez grandson, gunned down in their elementary school last week.",the 21 victims,pos,164-178
WSJ_0015,WSJ,victim,"Ultimately, 19 children and two teachers were killed.",were killed,dep,41-52
WSJ_0015,WSJ,victim,"Ultimately, 19 children and two teachers were killed.",19 children,pos,12-23
WSJ_0015,WSJ,victim,"Ultimately, 19 children and two teachers were killed.",two teachers,pos,28-40
WSJ_0016,WSJ,victim,"Funeral events began in Uvalde, Texas, for the 21 victims of a local elementary-school shooting last week as townspeople continued to grapple with the impact of the violence and unanswered questions about law enforcement's response to the attack.",the 21 victims,pos,43-57
WSJ_0016,WSJ,victim,"Funeral events began in Uvalde, Texas, for the 21 victims of a local elementary-school shooting last week as townspeople continued to grapple with the impact of the violence and unanswered questions about law enforcement's response to the attack.",a local elementary-school shooting,pos,61-95
WSJ_0018,WSJ,victim,"Its roughly 240 agents were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.",died,dep,143-147
WSJ_0018,WSJ,victim,"Its roughly 240 agents were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.",according,dep,149-158
WSJ_0018,WSJ,victim,"Its roughly 240 agents were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.",19 students,pos,114-125
WSJ_0018,WSJ,victim,"Its roughly 240 agents were among about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died, according to an agency official.",two teachers,pos,130-142
WSJ_0018,WSJ,victim,Many of about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died live and work in Uvalde.,died,dep,117-121
WSJ_0018,WSJ,victim,Many of about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died live and work in Uvalde.,work,dep,131-135
WSJ_0018,WSJ,victim,Many of about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died live and work in Uvalde.,19 students,pos,88-99
WSJ_0018,WSJ,victim,Many of about 80 Border Patrol agents who ultimately responded to the massacre in which 19 students and two teachers died live and work in Uvalde.,two teachers,pos,104-116
WSJ_0018,WSJ,victim,One Bortac agent took rounds to Its roughly 240 agents shield upon entering and a second was wounded by shrapnel.,was wounded by shrapnel,dep,89-112
WSJ_0019,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",following,dep,188-197
WSJ_0019,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",enhanced background checks,pos,105-131
WSJ_0019,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",mass shootings,pos,84-98
WSJ_0019,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",19 children,pos,213-224
WSJ_0019,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",two teachers,pos,229-241
WSJ_0020,WSJ,victim,Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade.,killed,dep,34-40
WSJ_0020,WSJ,victim,Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade.,the 19 children,pos,18-33
WSJ_0020,WSJ,victim,Rojelio was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade.,the deadliest school shooting,pos,80-109
WSJ_0020,WSJ,victim,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, a gunman sent tragedy ricocheting through this community.",killing children,dep,79-98
WSJ_0020,WSJ,victim,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, a gunman sent tragedy ricocheting through this community.",sent tragedy,dep,126-138
WSJ_0020,WSJ,victim,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, a gunman sent tragedy ricocheting through this community.",19 children,pos,87-98
WSJ_0020,WSJ,victim,"When a gunman opened fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, a gunman sent tragedy ricocheting through this community.",two teachers,pos,103-115
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",killed students,dep,15-33
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",had confrontation,dep,80-99
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",sent Facebook message,dep,166-197
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",killed students intention,dep,219-293
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",private Facebook message,pos,173-197
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",19 students,pos,22-33
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",two teachers,pos,38-50
WSJ_0022,WSJ,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here intention to commit the mass shooting minutes before driving there, officials said Wednesday.",the mass shooting minutes,pos,304-329
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",killed students,dep,111-129
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",was going,dep,176-185
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",to shoot gunman,dep,186-205
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",killed students grandmother,dep,210-286
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",had shot grandmother,dep,382-406
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",teenage girl,pos,69-81
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",19 students,pos,118-129
WSJ_0022,WSJ,victim,"Salvador Ramos, 18 years old, wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation.",two teachers,pos,134-146
WSJ_0022,WSJ,victim,"Less than 15 minutes before arriving at Robb Elementary School, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" the officials said.",killed students,dep,79-97
WSJ_0022,WSJ,victim,"Less than 15 minutes before arriving at Robb Elementary School, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" the officials said.",was going,dep,235-244
WSJ_0022,WSJ,victim,"Less than 15 minutes before arriving at Robb Elementary School, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" the officials said.",gunman,dep,68-74
WSJ_0022,WSJ,victim,"Less than 15 minutes before arriving at Robb Elementary School, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" the officials said.",19 students,pos,86-97
WSJ_0022,WSJ,victim,"Less than 15 minutes before arriving at Robb Elementary School, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" the officials said.",two teachers,pos,102-114
WSJ_0022,WSJ,victim,"Ramos ultimately barricaded himself in a two-room fourth-grade classroom that all of the victims shared, law-enforcement officials said, and was killed there Tuesday after a shootout with an elite team of Border Patrol agents.",shared,dep,97-103
WSJ_0022,WSJ,victim,"Ramos ultimately barricaded himself in a two-room fourth-grade classroom that all of the victims shared, law-enforcement officials said, and was killed there Tuesday after a shootout with an elite team of Border Patrol agents.",the victims,pos,85-96
WSJ_0022,WSJ,victim,"""Evil swept through Uvalde yesterday,"" Mr. Abbott said Wednesday of the attack, which is the deadliest mass shooting in the U.S. this year.",the deadliest mass shooting,pos,89-116
WSJ_0023,WSJ,victim,"The National Rifle Association's annual meeting is set to begin Friday in Houston, days after the deadly school shooting in Uvalde, Texas, drawing criticism from gun-control advocates and others.",is set,dep,48-54
WSJ_0023,WSJ,victim,"The National Rifle Association's annual meeting is set to begin Friday in Houston, days after the deadly school shooting in Uvalde, Texas, drawing criticism from gun-control advocates and others.",the deadly school shooting,pos,94-120
WSJ_0023,WSJ,victim,"""As we gather in Houston, we will reflect on these events, pray for the victims, recognize our patriotic members and pledge to redouble our commitment to making our schools secure,"" the NRA said Wednesday.",pray,dep,59-63
WSJ_0023,WSJ,victim,"""As we gather in Houston, we will reflect on these events, pray for the victims, recognize our patriotic members and pledge to redouble our commitment to making our schools secure,"" the NRA said Wednesday.",recognize members,dep,81-112
WSJ_0023,WSJ,victim,"""As we gather in Houston, we will reflect on these events, pray for the victims, recognize our patriotic members and pledge to redouble our commitment to making our schools secure,"" the NRA said Wednesday.",the victims,pos,68-79
WSJ_0024,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",following,dep,188-197
WSJ_0024,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",enhanced background checks,pos,105-131
WSJ_0024,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",mass shootings,pos,84-98
WSJ_0024,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",19 children,pos,213-224
WSJ_0024,WSJ,victim,"Democratic and Republican lawmakers opened talks on possible legislation to address mass shootings, with enhanced background checks and red-flag laws seen as potential areas of compromise following the killing of 19 children and two teachers at an elementary school in Uvalde, Texas.",two teachers,pos,229-241
WSJ_0025,WSJ,victim,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970.",makes,dep,85-90
WSJ_0025,WSJ,victim,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970.",19 children,pos,15-26
WSJ_0025,WSJ,victim,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970.",two teachers,pos,31-43
WSJ_0025,WSJ,victim,"Since then, 188 people have been killed in school shootings.",have been killed,dep,23-39
WSJ_0025,WSJ,victim,"Since then, 188 people have been killed in school shootings.",188 people,pos,12-22
WSJ_0025,WSJ,victim,"Since then, 188 people have been killed in school shootings.",school shootings,pos,43-59
WSJ_0025,WSJ,victim,"With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died.",died,dep,195-199
WSJ_0025,WSJ,victim,"With the current death toll, Tuesday's shooting is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died.",20 children,pos,161-172
WSJ_0025,WSJ,victim,"In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead.",left students,dep,55-71
WSJ_0025,WSJ,victim,"In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead.",17 students,pos,60-71
CNN_0001,CNN,shooter,"Nineteen children and two adults were on the brink of celebrating the end of the school year at Robb Elementary School when a gunman came in and opened fire, stealing Nineteen children and two adults lives and devastating a nation.",came in,dep,133-140
CNN_0001,CNN,shooter,"Nineteen children and two adults were on the brink of celebrating the end of the school year at Robb Elementary School when a gunman came in and opened fire, stealing Nineteen children and two adults lives and devastating a nation.",opened fire,dep,145-156
CNN_0001,CNN,shooter,"Nineteen children and two adults were on the brink of celebrating the end of the school year at Robb Elementary School when a gunman came in and opened fire, stealing Nineteen children and two adults lives and devastating a nation.",a gunman,pos,124-132
CNN_0002,CNN,shooter,"The alleged shooter, who also died, is believed to have shot an 18-year-old man grandmother before going to the school, three law enforcement sources told CNN.",died,dep,30-34
CNN_0002,CNN,shooter,"The alleged shooter, who also died, is believed to have shot an 18-year-old man grandmother before going to the school, three law enforcement sources told CNN.",is believed,dep,36-47
CNN_0002,CNN,shooter,"The alleged shooter, who also died, is believed to have shot an 18-year-old man grandmother before going to the school, three law enforcement sources told CNN.",alleged shooter,pos,4-19
CNN_0002,CNN,shooter,"The alleged shooter, who also died, is believed to have shot an 18-year-old man grandmother before going to the school, three law enforcement sources told CNN.",The alleged shooter,pos,0-19
CNN_0002,CNN,shooter,Uvalde Consolidated Independent School District police Chief Pete Arredondo said the gunman is believed to have acted alone.,said,dep,76-80
CNN_0002,CNN,shooter,Uvalde Consolidated Independent School District police Chief Pete Arredondo said the gunman is believed to have acted alone.,is believed,dep,92-103
CNN_0002,CNN,shooter,Uvalde Consolidated Independent School District police Chief Pete Arredondo said the gunman is believed to have acted alone.,the gunman,pos,81-91
CNN_0002,CNN,shooter,"The suspected shooter was identified as Salvador Ramos, of Uvalde, according to officials.",suspected,dep,4-13
CNN_0002,CNN,shooter,"The suspected shooter was identified as Salvador Ramos, of Uvalde, according to officials.",was identified,dep,22-36
CNN_0002,CNN,shooter,"The suspected shooter was identified as Salvador Ramos, of Uvalde, according to officials.",The suspected shooter,pos,0-21
CNN_0002,CNN,shooter,"The suspected shooter was identified as Salvador Ramos, of Uvalde, according to officials.",Salvador Ramos,pos,40-54
CNN_0003,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",fatally shot children,dep,33-57
CNN_0003,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",was killed,dep,144-154
CNN_0003,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",old gunman,pos,11-21
CNN_0003,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",was killed by officers,dep,144-182
CNN_0003,CNN,shooter,"An 18-year-old gunman on Tuesday fatally shot 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",An 18-year-old gunman,pos,0-21
CNN_0004,CNN,shooter,"Just before killing 19 children and two teachers in a Texas elementary school Tuesday, the 18-year-old gunman allegedly texted a girl who lives in Germany about the 18-year-old gunman intentions.",allegedly texted girl,dep,110-133
CNN_0004,CNN,shooter,"Just before killing 19 children and two teachers in a Texas elementary school Tuesday, the 18-year-old gunman allegedly texted a girl who lives in Germany about the 18-year-old gunman intentions.",old gunman,pos,99-109
CNN_0004,CNN,shooter,"Just before killing 19 children and two teachers in a Texas elementary school Tuesday, the 18-year-old gunman allegedly texted a girl who lives in Germany about the 18-year-old gunman intentions.",old gunman intentions,pos,173-194
CNN_0004,CNN,shooter,"Just before killing 19 children and two teachers in a Texas elementary school Tuesday, the 18-year-old gunman allegedly texted a girl who lives in Germany about the 18-year-old gunman intentions.",the 18-year-old gunman,pos,87-109
CNN_0004,CNN,shooter,"Just before killing 19 children and two teachers in a Texas elementary school Tuesday, the 18-year-old gunman allegedly texted a girl who lives in Germany about the 18-year-old gunman intentions.",the 18-year-old gunman intentions,pos,161-194
CNN_0004,CNN,shooter,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the gunman for weeks -- Ramos complained about the 18-year-old gunman grandmother being ""on the phone with AT&T abojt (sic) my phone.",old girl,pos,75-83
CNN_0004,CNN,shooter,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the gunman for weeks -- Ramos complained about the 18-year-old gunman grandmother being ""on the phone with AT&T abojt (sic) my phone.",old gunman grandmother,pos,208-230
CNN_0004,CNN,shooter,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the gunman for weeks -- Ramos complained about the 18-year-old gunman grandmother being ""on the phone with AT&T abojt (sic) my phone.",the gunman,pos,149-159
CNN_0004,CNN,shooter,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the gunman for weeks -- Ramos complained about the 18-year-old gunman grandmother being ""on the phone with AT&T abojt (sic) my phone.",the 18-year-old gunman grandmother,pos,196-230
CNN_0004,CNN,shooter,"""

""being's annoying,"" the 18-year-old gunman texted.",texted,dep,46-52
CNN_0004,CNN,shooter,"""

""being's annoying,"" the 18-year-old gunman texted.",old gunman,pos,35-45
CNN_0004,CNN,shooter,"""

""being's annoying,"" the 18-year-old gunman texted.",the 18-year-old gunman,pos,23-45
CNN_0004,CNN,shooter,"Six minutes later, the 18-year-old gunman texted: ""I just shot my grandma in his grandmother head.""",texted,dep,42-48
CNN_0004,CNN,shooter,"Six minutes later, the 18-year-old gunman texted: ""I just shot my grandma in his grandmother head.""",old gunman,pos,31-41
CNN_0004,CNN,shooter,"Six minutes later, the 18-year-old gunman texted: ""I just shot my grandma in his grandmother head.""",the 18-year-old gunman,pos,19-41
CNN_0004,CNN,shooter,"Seconds after that, the 18-year-old gunman said, ""Ima go shoot up a(n) elementary school rn (right now).",said,dep,43-47
CNN_0004,CNN,shooter,"Seconds after that, the 18-year-old gunman said, ""Ima go shoot up a(n) elementary school rn (right now).",old gunman,pos,32-42
CNN_0004,CNN,shooter,"Seconds after that, the 18-year-old gunman said, ""Ima go shoot up a(n) elementary school rn (right now).",the 18-year-old gunman,pos,20-42
CNN_0005,CNN,shooter,"Nineteen children and two teachers were close to celebrating the end of the school year at Robb Elementary School when a gunman came in and opened fire, stealing Nineteen children and two teachers lives and devastating a nation.",came in,dep,128-135
CNN_0005,CNN,shooter,"Nineteen children and two teachers were close to celebrating the end of the school year at Robb Elementary School when a gunman came in and opened fire, stealing Nineteen children and two teachers lives and devastating a nation.",opened fire,dep,140-151
CNN_0005,CNN,shooter,"Nineteen children and two teachers were close to celebrating the end of the school year at Robb Elementary School when a gunman came in and opened fire, stealing Nineteen children and two teachers lives and devastating a nation.",a gunman,pos,119-127
CNN_0006,CNN,shooter,"Kaitlin Marie Armstrong, the woman suspected of fatally shooting elite cyclist Anna Moriah ""Mo"" Wilson in Texas, is believed to have traveled to New York City after the killing, authorities said Wednesday.",suspected,dep,35-44
CNN_0006,CNN,shooter,"Kaitlin Marie Armstrong, the woman suspected of fatally shooting elite cyclist Anna Moriah ""Mo"" Wilson in Texas, is believed to have traveled to New York City after the killing, authorities said Wednesday.",fatally shooting Wilson,dep,48-102
CNN_0006,CNN,shooter,"Kaitlin Marie Armstrong, the woman suspected of fatally shooting elite cyclist Anna Moriah ""Mo"" Wilson in Texas, is believed to have traveled to New York City after the killing, authorities said Wednesday.",is believed,dep,113-124
CNN_0006,CNN,shooter,"Kaitlin Marie Armstrong, the woman suspected of fatally shooting elite cyclist Anna Moriah ""Mo"" Wilson in Texas, is believed to have traveled to New York City after the killing, authorities said Wednesday.",woman,dep,29-34
CNN_0006,CNN,shooter,"Kaitlin Marie Armstrong, the woman suspected of fatally shooting elite cyclist Anna Moriah ""Mo"" Wilson in Texas, is believed to have traveled to New York City after the killing, authorities said Wednesday.",Kaitlin Marie Armstrong,pos,0-23
